Rank,Company,Sector,Employees,Revenues,Profits,Assets_M,CEO,Country,HeadquartersCity,HeadquartersState,Website,CompanyType,MarketCap
390,Ebay,Technology,12300,10112,2767,21620,Jamie Iannone,U.S.,San Jose,California,https://www.ebay.com,Public,27340
391,Arthur J. Gallagher,Financials,52118,10071.9,969.5,51615.8,J. Patrick Gallagher Jr.,U.S.,Rolling Meadows,Illinois,https://www.ajg.com,Public,54584
392,LPL Financial Holdings,Financials,7372,10052.8,1066.3,10385.5,Dan H. Arnold,U.S.,San Diego,California,https://www.lpl.com,Public,19736
393,Cincinnati Financial,Financials,5426,10013.4,1843.3,32769.5,Stephen M. Spray,U.S.,Fairfield,Ohio,https://www.cinfin.com,Public,19456
394,Toll Brothers,Engineering & Construction,4800,9994.9,1372.1,12527,Douglas C. Yearley Jr.,U.S.,Fort Washington,Pennsylvania,https://www.tollbrothers.com,Public,13477
395,Motorola Solutions,Technology,21000,9978,1709,13336,Gregory Q. Brown,U.S.,Chicago,Illinois,https://www.motorolasolutions.com,Public,59142
396,Airbnb,Technology,6907,9917,4792,20645,Brian Chesky,U.S.,San Francisco,California,https://www.airbnb.com,Public,106740
397,Intercontinental Exchange,Financials,13222,9903,2368,136084,Jeffrey C. Sprecher,U.S.,Atlanta,Georgia,https://www.ice.com,Public,78695
398,News Corp.,Media,25000,9879,149,16921,Robert J. Thomson,U.S.,New York,New York,https://www.newscorp.com,Public,15120
399,Chipotle Mexican Grill,"Hotels, Restaurants & Leisure",116068,9871.6,1228.7,8044.4,Scott Boatwright,U.S.,Newport Beach,California,https://www.chipotle.com,Public,79707
400,Vertex Pharmaceuticals,Health Care,5400,9869.2,3619.6,22730.2,Reshma Kewalramani,U.S.,Boston,Massachusetts,https://www.vrtx.com,Public,107975
401,Biogen,Health Care,7570,9835.6,1161.1,26844.8,Christopher A. Viehbacher,U.S.,Cambridge,Massachusetts,https://www.biogen.com,Public,31344
402,GXO Logistics,Transportation,109000,9778,229,9507,Malcolm Wilson,U.S.,Greenwich,Connecticut,https://www.gxo.com,Public,6412
403,SpartanNash,Wholesalers,13500,9729.2,52.2,2355.6,Tony B. Sarsam,U.S.,Grand Rapids,Michigan,https://www.spartannash.com,Public,700
404,Burlington Stores,Retailing,44050,9727.5,339.6,7706.8,Michael B. O?Sullivan,U.S.,Burlington,New Jersey,https://www.burlingtoninvestors.com,Public,14841
405,Thrivent Financial for Lutherans,Financials,3810,9720.3,347.2,115628.7,Teresa J. Rasmussen,U.S.,Minneapolis,Minnesota,https://www.thrivent.com,Private,
406,NVR,Engineering & Construction,6300,9687.3,1591.6,6601.8,Eugene J. Bredow,U.S.,Reston,Virginia,https://www.nvrinc.com,Public,25904
407,Owens Corning,Materials,18000,9677,1196,11237,Brian D. Chambers,U.S.,Toledo,Ohio,https://www.owenscorning.com,Public,14510
407,Westinghouse Air Brake Technologies,Industrials,29000,9677,815,18988,Rafael O. Santana,U.S.,Pittsburgh,Pennsylvania,https://www.wabteccorp.com,Public,25790
409,Oshkosh,Industrials,17300,9657.9,598,9129.2,John C. Pfeifer,U.S.,Oshkosh,Wisconsin,https://www.oshkoshcorp.com,Public,8178
410,Global Payments,Business Services,27000,9654.4,986.2,50570.2,Cameron M. Bready,U.S.,Atlanta,Georgia,https://www.globalpaymentsinc.com,Public,34095
411,Lululemon athletica,Retailing,38000,9619.3,1550.2,7091.9,Calvin McDonald,U.S.,Sumner,Washington,https://www.lululemon.com,Public,49225
412,Albemarle,Chemicals,9000,9617.2,1573.5,18270.7,J. Kent Masters,U.S.,Charlotte,North Carolina,https://www.albemarle.com,Public,15483
413,JetBlue Airways,Transportation,21310,9615,-310,13853,Joanna  Geraghty,U.S.,Long Island City,New York,https://www.jetblue.com,Public,2524
414,Seaboard,"Food, Beverages & Tobacco",12847,9562,226,7566,Robert L. Steer,U.S.,Merriam,Kansas,https://www.seaboardcorp.com,Public,3131
415,Constellation Brands,"Food, Beverages & Tobacco",9400,9452.6,-71,24662.3,William A. Newlands,U.S.,Victor,New York,https://www.cbrands.com,Public,49683
416,Graphic Packaging Holding,Materials,23500,9428,723,11175,Michael P. Doss,U.S.,Atlanta,Georgia,https://www.graphicpkg.com,Public,8931
417,Hertz Global Holdings,Retailing,27000,9371,616,24605,Gil  West,U.S.,Estero,Florida,https://www.hertz.com,Public,2391
418,FM Global,Financials,5667,9359,3748.5,34479,Malcolm C. Roberts,U.S.,Johnston,Rhode Island,https://www.fmglobal.com,Private,
419,Campbell Soup,"Food, Beverages & Tobacco",14500,9357,858,12058,Mark A. Clouse,U.S.,Camden,New Jersey,https://www.campbellsoupcompany.com,Public,13251
420,Expeditors Intl. of Washington,Transportation,18452,9300.1,752.9,4523.8,Jeffrey S. Musser,U.S.,Seattle,Washington,https://www.expeditors.com,Public,17249
421,A-Mark Precious Metals,Wholesalers,421,9286.6,156.4,1545.6,Gregory N. Roberts,U.S.,El Segundo,California,https://www.amark.com,Public,701
422,Booz Allen Hamilton Holding,Technology,31900,9258.9,271.8,6550.7,Horacio D. Rozanski,U.S.,McLean,Virginia,https://www.boozallen.com,Public,19260
423,Quest Diagnostics,Health Care,44000,9252,854,14022,James E. Davis,U.S.,Secaucus,New Jersey,https://www.questdiagnostics.com,Public,14783
424,Altice USA,Telecommunications,10600,9237.1,53.2,31923.6,Dennis Mathew,U.S.,Long Island City,New York,https://www.alticeusa.com,Public,1191
425,PVH,Apparel,23000,9217.7,663.6,11172.9,Stefan Larsson,U.S.,New York,New York,https://www.pvh.com,Public,8386
426,Eastman Chemical,Chemicals,14000,9210,894,14633,Mark J. Costa,U.S.,Kingsport,Tennessee,https://www.eastman.com,Public,11786
427,Insight Enterprises,Technology,14437,9175.8,281.3,6286.4,Joyce A. Mullen,U.S.,Chandler,Arizona,https://www.insight.com,Public,6046
428,Regions Financial,Financials,20101,9153,2074,152194,John M. Turner Jr.,U.S.,Birmingham,Alabama,https://www.regions.com,Public,19333
429,Beacon Roofing Supply,Wholesalers,8063,9119.8,435,6207.7,Julian G. Francis,U.S.,Herndon,Virginia,https://www.becn.com,Public,6218
430,Rockwell Automation,Industrials,29000,9058,1387.4,11304,Blake D. Moret,U.S.,Milwaukee,Wisconsin,https://www.rockwellautomation.com,Public,33384
431,Polaris,Transportation,18500,9014.8,502.8,5516.3,Michael T. Speetzen,U.S.,Medina,Minnesota,https://www.polaris.com,Public,5655
432,ServiceNow,Technology,22668,8971,1731,17387,William R. McDermott,U.S.,Santa Clara,California,https://www.servicenow.com,Public,156292
433,Sanmina,Technology,36000,8935,310,4874,Jure Sola,U.S.,San Jose,California,https://www.sanmina.com,Public,3468
434,UGI,Energy,10500,8928,-1502,15401,Mario  Longhi,U.S.,King of Prussia,Pennsylvania,https://www.ugicorp.com,Public,5142
435,WEC Energy Group,Energy,7000,8893,1331.7,43939.7,Scott J. Lauber,U.S.,Milwaukee,Wisconsin,https://www.wecenergygroup.com,Public,25935
436,BrightSpring Health Services,Health Care,35000,8826.2,-154.6,5532.7,Jon B. Rousseau,U.S.,Louisville,Kentucky,https://www.brightspringhealth.com,Public,1861
437,Cintas,Business Services,44500,8815.8,1348,8546.4,Todd M. Schneider,U.S.,Cincinnati,Ohio,https://www.cintas.com,Public,69695
438,Commercial Metals,Materials,13022,8799.5,859.8,6639.1,Peter R. Matt,U.S.,Irving,Texas,https://www.cmc.com,Public,6800
439,Continental Resources,Energy,1457,8731.7,3095.8,22387.4,Robert D. Lawler,U.S.,Oklahoma City,Oklahoma,https://www.clr.com,Private,22342
440,Chesapeake Energy,Energy,1000,8721,2419,14376,Domenic J. Dell'Osso Jr.,U.S.,Oklahoma City,Oklahoma,https://www.chk.com,Public,11619
441,CenterPoint Energy,Energy,8827,8696,917,39715,Jason P. Wells,U.S.,Houston,Texas,https://www.centerpointenergy.com,Public,18035
442,NGL Energy Partners,Energy,638,8694.9,51.4,5456.1,H. Michael Krimbill,U.S.,Tulsa,Oklahoma,https://www.nglenergypartners.com,Public,763
443,DoorDash,Technology,19300,8635,-558,10839,Tony Xu,U.S.,San Francisco,California,https://ir.doordash.com,Public,55640
444,NOV,Energy,33676,8583,993,11294,Clay C. Williams,U.S.,Houston,Texas,https://www.nov.com,Public,7691
445,Zoetis,Health Care,14100,8544,2344,14286,Kristin C. Peck,U.S.,Parsippany,New Jersey,https://www.zoetis.com,Public,77476
446,J.M. Smucker,"Food, Beverages & Tobacco",5800,8529.2,-91.3,14991.4,Mark T. Smucker,U.S.,Orrville,Ohio,https://www.jmsmucker.com,Public,13364
447,Microchip Technology,Technology,22600,8438.7,2237.7,16370.3,Ganesh Moorthy,U.S.,Chandler,Arizona,https://www.microchip.com,Public,48478
448,Dover,Industrials,25000,8438.1,1056.8,11348.5,Richard J. Tobin,U.S.,Downers Grove,Illinois,https://www.dovercorporation.com,Public,24342
449,Diamondback Energy,Energy,1023,8412,3143,29001,Travis D. Stice,U.S.,Midland,Texas,https://www.diamondbackenergy.com,Public,35363
450,Avery Dennison,Materials,35000,8364.3,503,8209.8,Dean M. Stander,U.S.,Mentor,Ohio,https://www.averydennison.com,Public,17976
451,PPL,Energy,6629,8312,740,39236,Vincent Sorgi,U.S.,Allentown,Pennsylvania,https://www.pplweb.com,Public,20306
452,ON Semiconductor,Technology,30050,8253,2183.7,13215.2,Hassane S. El-Khoury,U.S.,Scottsdale,Arizona,https://www.onsemi.com,Public,31430
453,ARKO,Retailing,13481,8238.8,34.4,3650.4,Arie Kotler,U.S.,Richmond,Virginia,https://www.arkocorp.com,Public,662
454,Par Pacific Holdings,Energy,1814,8232,728.6,3864,William  Monteleone,U.S.,Houston,Texas,https://www.parpacific.com,Public,2199
455,APA,Energy,2271,8192,2855,15244,John J. Christmann IV,U.S.,Houston,Texas,https://www.apacorp.com,Public,10367
456,Equinix,Financials,13151,8188.1,969.2,32650.7,Charles J. Meyers,U.S.,Redwood City,California,https://www.equinix.com,Public,78094
457,New York Community Bancorp,Financials,8766,8178,-79,114057,Joseph M. Otting,U.S.,Hicksville,New York,https://www.mynycb.com,Public,2569
458,Foot Locker,Retailing,30591,8168,-330,6868,Mary N. Dillon,U.S.,New York,New York,https://www.footlocker.com/corp,Public,2693
459,Ingredion,"Food, Beverages & Tobacco",11600,8160,643,7642,James P. Zallie,U.S.,Westchester,Illinois,https://www.ingredion.com,Public,7666
460,Newell Brands,Household Products,24600,8133,-388,12163,Christopher H. Peterson,U.S.,Atlanta,Georgia,https://www.newellbrands.com,Public,3334
461,ABM Industries,Business Services,123000,8096.4,251.3,4933.7,Scott B. Salmirs,U.S.,New York,New York,https://www.abm.com,Public,2824
462,Securian Financial Group,Financials,5565,8067,226.6,73457.5,Christopher M. Hilger,U.S.,St. Paul,Minnesota,https://www.securian.com,Private,
463,Prologis,Financials,2574,8023.5,3059.2,93020.8,Hamid R. Moghadam,U.S.,San Francisco,California,https://www.prologis.com,Public,120460
464,Blackstone,Financials,4735,8022.8,1390.9,40287.5,Stephen A. Schwarzman,U.S.,New York,New York,https://www.blackstone.com,Public,93883
465,Skechers U.S.A.,Apparel,13550,8000.3,545.8,7547.4,Robert Greenberg,U.S.,Manhattan Beach,California,https://www.skechers.com,Public,9390
466,Masco,Household Products,18000,7967,908,5363,Keith J. Allman,U.S.,Livonia,Michigan,https://www.masco.com,Public,17335
467,Rush Enterprises,Retailing,8449,7925,347.1,4364.2,W.M. Rush,U.S.,New Braunfels,Texas,https://www.rushenterprises.com,Public,4164
468,Franklin Resources,Financials,9200,7849.4,882.8,30121.2,Jennifer M. Johnson,U.S.,San Mateo,California,https://www.franklinresources.com,Public,14802
469,ODP,Retailing,20000,7831,139,3886,Gerry P. Smith,U.S.,Boca Raton,Florida,https://www.theodpcorp.com,Public,1943
470,American Financial Group,Financials,8500,7827,852,29787,Carl H. Lindner lll/S. Craig Lindner,U.S.,Cincinnati,Ohio,https://www.afginc.com,Public,11418
471,Packaging Corp. of America,Materials,14900,7802.4,765.2,8681.1,Mark W. Kowlzan,U.S.,Lake Forest,Illinois,https://www.packagingcorp.com,Public,17034
472,Vulcan Materials,Materials,10961,7781.9,933.2,14545.7,J. Thomas Hill,U.S.,Birmingham,Alabama,https://www.vulcanmaterials.com,Public,36100
473,Interactive Brokers Group,Financials,2932,7776,600,128423,Milan Galik,U.S.,Greenwich,Connecticut,https://www.interactivebrokers.com,Public,47328
474,Williams-Sonoma,Retailing,15000,7750.7,949.8,5273.5,Laura J. Alber,U.S.,San Francisco,California,https://www.williams-sonomainc.com,Public,20358
475,XPO,Transportation,39450,7744,189,7492,Mario A. Harik,U.S.,Greenwich,Connecticut,https://www.xpo.com,Public,14169
476,Weyerhaeuser,Materials,9318,7674,839,16983,Devin W. Stockfish,U.S.,Seattle,Washington,https://www.weyerhaeuser.com,Public,26201
477,Genworth Financial,Financials,2700,7488,76,90817,Thomas J. McInerney,U.S.,Richmond,Virginia,https://www.genworth.com,Public,2826
478,CMS Energy,Energy,8356,7462,887,33517,Garrick J. Rochow,U.S.,Jackson,Michigan,https://www.cmsenergy.com,Public,18019
479,Science Applications International,Technology,24000,7444,477,5314,Toni Townes-Whitley,U.S.,Reston,Virginia,https://www.saic.com,Public,6734
480,Jefferies Financial Group,Financials,7564,7441.4,277.7,57905.2,Richard B. Handler,U.S.,New York,New York,https://www.jefferies.com,Public,9348
481,Bath & Body Works,Retailing,33069,7429,878,5463,Gina R. Boswell,U.S.,Columbus,Ohio,https://www.bbwinc.com,Public,11249
482,Electronic Arts,Media,13400,7426,802,13459,Andrew Wilson,U.S.,Redwood City,California,https://www.ea.com,Public,35469
483,Taylor Morrison Home,Engineering & Construction,2800,7417.8,768.9,8672.1,Sheryl D. Palmer,U.S.,Scottsdale,Arizona,https://www.taylormorrison.com,Public,6617
484,Zimmer Biomet Holdings,Health Care,18000,7394.2,1024,21496.9,Ivan Tornos,U.S.,Warsaw,Indiana,https://www.zimmerbiomet.com,Public,27117
485,Clorox,Household Products,8700,7389,149,5945,Linda Rendle,U.S.,Oakland,California,https://www.thecloroxcompany.com,Public,19002
486,Xylem,Industrials,23000,7364,609,16112,Matthew F. Pine,U.S.,Washington,District Of Columbia,https://www.xylem.com,Public,31246
487,Voya Financial,Financials,9000,7348,625,157085,Heather H. Lavallee,U.S.,New York,New York,https://www.voya.com,Public,7511
488,Fastenal,Wholesalers,20721,7346.7,1155,4462.9,Daniel L. Florness,U.S.,Winona,Minnesota,https://www.fastenal.com,Public,44157
489,Watsco,Wholesalers,7388,7283.8,536.3,3729.2,Albert H. Nahmad,U.S.,Miami,Florida,https://www.watsco.com,Public,17061
490,Workday,Technology,18800,7259,1381,16452,Carl M. Eschenbach,U.S.,Pleasanton,California,https://www.workday.com,Public,72006
491,Old Republic International,Financials,9200,7258.3,598.6,26501.4,Craig R. Smiddy,U.S.,Chicago,Illinois,https://www.oldrepublic.com,Public,8464
492,RPM International,Chemicals,17274,7256.4,478.7,6782,Frank C. Sullivan,U.S.,Medina,Ohio,https://www.rpminc.com,Public,15329
493,UFP Industries,Materials,15800,7218.4,514.3,4017.8,Matthew J. Missad,U.S.,Grand Rapids,Michigan,https://www.ufpi.com,Public,7569
494,Ameren,Energy,9372,7213,1152,40830,Martin J. Lyons Jr.,U.S.,St. Louis,Missouri,https://www.ameren.com,Public,19711
495,Knight-Swift Transportation Hldgs.,Transportation,34550,7141.8,217.1,12870.8,Adam W. Miller,U.S.,Phoenix,Arizona,https://investor.knight-swift.com,Public,8885
496,Monster Beverage,"Food, Beverages & Tobacco",5629,7140,1631,9686.5,Rodney C. Sacks/Hilton H. Schlosberg,U.S.,Corona,California,https://www.monsterbevcorp.com,Public,61689
497,Intuitive Surgical,Health Care,13676,7124.1,1798,15441.5,Gary S. Guthart,U.S.,Sunnyvale,California,https://www.intuitive.com,Public,141457
498,Super Micro Computer,Technology,5126,7123.5,640,3674.7,Charles Liang,U.S.,San Jose,California,https://www.supermicro.com,Public,59138
499,Concentrix,Technology,440000,7114.7,313.8,12491.8,Christopher A. Caldwell,U.S.,Newark,California,https://www.concentrix.com,Public,4342
500,O-I Glass,Materials,23000,7105,-103,9669,Gordon J. Hardie,U.S.,Perrysburg,Ohio,https://www.o-i.com,Public,2549
501,Yum Brands,"Hotels, Restaurants & Leisure",25438,7076,1597,6231,David W. Gibbs,U.S.,Louisville,Kentucky,https://www.yum.com,Public,39007
502,Domtar,Materials,13000,7059,288,7531,Steven M. Henry,U.S.,Fort Mill,South Carolina,https://www.domtar.com,Private,1856
503,CommScope Holding,Technology,20000,6999.4,-1450.9,9371.9,Charles L. Treadway,U.S.,Claremont,South Carolina,https://www.commscope.com,Public,278
504,Post Holdings,"Food, Beverages & Tobacco",11430,6991,301.3,11646.7,Robert V. Vitale,U.S.,St. Louis,Missouri,https://www.postholdings.com,Public,6449
505,Crown Castle,Financials,4700,6981,1502,38527,Steven J. Moskowitz,U.S.,Houston,Texas,https://www.crowncastle.com,Public,45953
506,Avantor,Technology,14500,6967.2,321.1,12972.7,Michael Stubblefield,U.S.,Radnor,Pennsylvania,https://www.avantorsciences.com,Public,17367
507,KBR,Technology,34000,6956,-265,5565,Stuart J.B. Bradie,U.S.,Houston,Texas,https://www.kbr.com,Public,8599
508,Opendoor Technologies,Technology,1982,6946,-275,3567,Carrie A. Wheeler,U.S.,Tempe,Arizona,https://www.opendoor.com,Public,2059
509,APi Group,Engineering & Construction,29000,6928,153,7590,Russell A. Becker,U.S.,New Brighton,Minnesota,https://www.apigroupcorp.com,Public,9588
510,EQT,Energy,881,6908.9,1735.2,25285.1,Toby Z. Rice,U.S.,Pittsburgh,Pennsylvania,https://www.eqt.com,Public,16338
511,EnLink Midstream,Energy,1072,6900.1,206.2,8328.6,Jesse Arenivas,U.S.,Dallas,Texas,https://www.enlink.com,Public,6181
512,Palo Alto Networks,Technology,13948,6892.7,439.7,14501.1,Nikesh Arora,U.S.,Santa Clara,California,https://www.paloaltonetworks.com,Public,91802
513,Xerox Holdings,Technology,20100,6886,1,10008,Steven J. Bandrowczak,U.S.,Norwalk,Connecticut,https://www.xerox.com,Public,2223
514,Ingersoll Rand,Industrials,18000,6876.1,778.7,15563.5,Vicente Reynal,U.S.,Davidson,North Carolina,https://www.irco.com,Public,38306
515,Dillard's,Retailing,24900,6874.4,738.8,3448.9,William T. Dillard II,U.S.,Little Rock,Arkansas,https://www.dillards.com,Public,7655
516,Martin Marietta Materials,Materials,9400,6871.4,1168.9,15124.9,C. Howard Nye,U.S.,Raleigh,North Carolina,https://www.martinmarietta.com,Public,37955
517,Vertiv Holdings,Industrials,27000,6863.2,460.2,7998.5,Giordano Albertazzi,U.S.,Westerville,Ohio,https://www.vertiv.com,Public,31196
518,Moderna,Health Care,5600,6848,-4714,18426,St?phane Bancel,U.S.,Cambridge,Massachusetts,https://www.modernatx.com,Public,40800
519,Boise Cascade,Wholesalers,7300,6838.2,483.7,3458.6,Nathan R. Jorgensen,U.S.,Boise,Idaho,https://www.bc.com,Public,6068
520,Sprouts Farmers Market,Food & Drug Stores,32000,6837.4,258.9,3327.4,Jack L. Sinclair,U.S.,Phoenix,Arizona,https://www.sprouts.com,Public,6526
521,Agilent Technologies,Technology,18100,6833,1240,10763,Padraig McDonnell,U.S.,Santa Clara,California,https://www.agilent.com,Public,42643
521,Olin,Chemicals,7326,6833,460.2,7713.2,Kenneth T. Lane,U.S.,Clayton,Missouri,https://www.olin.com,Public,7035
523,Darling Ingredients,"Food, Beverages & Tobacco",15800,6788.1,647.7,11061.1,Randall C. Stuewe,U.S.,Irving,Texas,https://www.darlingii.com,Public,7431
524,Sonoco Products,Materials,23000,6781.3,475,7192,R. Howard Coker,U.S.,Hartsville,South Carolina,https://www.sonoco.com,Public,5666
525,CACI International,Technology,23000,6702.5,384.7,6600.8,John S. Mengucci,U.S.,Reston,Virginia,https://www.caci.com,Public,8442
526,Core & Main,Wholesalers,5000,6702,371,5069,Stephen O. LeClair,U.S.,St. Louis,Missouri,https://www.coreandmain.com,Public,11529
527,Marathon Oil,Energy,1681,6697,1554,19575,Lee M. Tillman,U.S.,Houston,Texas,https://www.marathonoil.com,Public,16196
528,Hyatt Hotels,"Hotels, Restaurants & Leisure",51000,6667,220,12833,Mark S. Hoplamazian,U.S.,Chicago,Illinois,https://www.hyatt.com,Public,16425
529,Select Medical Holdings,Health Care,46500,6664.1,243.5,7689.6,David S. Chernow,U.S.,Mechanicsburg,Pennsylvania,https://www.selectmedicalholdings.com,Public,3870
530,McCormick,"Food, Beverages & Tobacco",13800,6662.2,680.6,12862.3,Brendan M. Foley,U.S.,Hunt Valley,Maryland,https://www.mccormickcorporation.com,Public,20617
531,Tapestry,Apparel,15550,6660.9,936,7116.8,Joanne C. Crevoiserat,U.S.,New York,New York,https://www.tapestry.com,Public,10890
532,Coca-Cola Consolidated,"Food, Beverages & Tobacco",16000,6653.9,408.4,4288.9,J. Frank Harrison III,U.S.,Charlotte,North Carolina,https://www.cokeconsolidated.com,Public,7934
533,Howmet Aerospace,Aerospace & Defense,23200,6640,765,10428,John C. Plant,U.S.,Pittsburgh,Pennsylvania,https://www.howmet.com,Public,28077
534,Welltower,Financials,533,6638,340.1,44012.2,Shankh S. Mitra,U.S.,Toledo,Ohio,https://www.welltower.com,Public,53156
535,CF Industries Holdings,Chemicals,2694,6631.5,1525.2,14376.2,W. Anthony Will,U.S.,Northbrook,Illinois,https://www.cfindustries.com,Public,15621
536,Ametek,Technology,21500,6597,1313.2,15023.5,David A. Zapico,U.S.,Berwyn,Pennsylvania,https://www.ametek.com,Public,42289
537,TransDigm Group,Aerospace & Defense,15500,6585,1298,19970,Kevin M. Stein,U.S.,Cleveland,Ohio,https://www.transdigm.com,Public,68485
538,Wynn Resorts,"Hotels, Restaurants & Leisure",27800,6531.9,730,13996.2,Craig S. Billings,U.S.,Las Vegas,Nevada,https://www.wynnresorts.com,Public,11457
539,Southwestern Energy,Energy,1165,6522,1557,11991,William J. Way,U.S.,Spring,Texas,https://www.swn.com,Public,8349
540,Amkor Technology,Technology,28700,6503.1,359.8,6771.1,Guillaume Marie Jean Rutten,U.S.,Tempe,Arizona,https://www.amkor.com,Public,7928
541,Insperity,Business Services,4400,6485.9,171.4,2119.7,Paul J. Sarvadi,U.S.,Kingwood,Texas,https://www.insperity.com,Public,4087
542,Patterson,Health Care,7600,6471.5,207.6,2879.1,Donald J. Zurbay,U.S.,St. Paul,Minnesota,https://www.pattersoncompanies.com,Public,2477
543,T. Rowe Price,Financials,7906,6460.5,1788.7,12278.8,Robert W. Sharps,U.S.,Baltimore,Maryland,https://www.troweprice.com,Public,27267
544,Ralph Lauren,Apparel,19100,6443.6,522.7,6789.5,Patrice Louvet,U.S.,New York,New York,https://www.ralphlauren.com,Public,12003
545,KB Home,Engineering & Construction,2205,6410.6,590.2,6648.4,Jeffrey T. Mezger,U.S.,Los Angeles,California,https://www.kbhome.com,Public,5362
546,Brunswick,Transportation,18104,6401.4,420.4,6230.5,David M. Foulkes,U.S.,Mettawa,Illinois,https://www.brunswick.com,Public,6556
547,Robert Half,Business Services,15000,6392.5,411.1,3010.8,M. Keith Waddell,U.S.,Menlo Park,California,https://www.roberthalf.com,Public,8341
548,PENN Entertainment,"Hotels, Restaurants & Leisure",23333,6362.9,-490,16064.2,Jay A. Snowden,U.S.,Wyomissing,Pennsylvania,https://www.pennentertainment.com,Public,2776
549,NetApp,Technology,12000,6362,1274,9818,George Kurian,U.S.,San Jose,California,https://www.netapp.com,Public,21663
550,Organon,Health Care,10000,6263,1023,12058,Kevin Ali,U.S.,Jersey City,New Jersey,https://www.organon.com,Public,4806
551,Petco Health and Wellness,Retailing,29000,6255.3,-1280.2,5363.2,Joel D. Anderson,U.S.,San Diego,California,https://www.petco.com,Public,698
552,Regal Rexnord,Industrials,32100,6250.7,-57.4,15431.4,Louis V. Pinkham,U.S.,Milwaukee,Wisconsin,https://www.regalrexnord.com,Public,11977
553,Resideo Technologies,Materials,14000,6242,210,6645,Jay L. Geldmacher,U.S.,Scottsdale,Arizona,https://www.resideo.com,Public,3258
554,Camping World Holdings,Retailing,12459,6226.5,31,4845.7,Marcus A. Lemonis,U.S.,Lincolnshire,Illinois,https://www.campingworld.com,Public,2354
555,Huntsman,Chemicals,6000,6199,101,7248,Peter R. Huntsman,U.S.,The Woodlands,Texas,https://www.huntsman.com,Public,4503
556,Victoria's Secret,Retailing,21500,6181.8,109.2,4600,Hillary Super,U.S.,Reynoldsburg,Ohio,https://www.victoriassecretandco.com,Public,1503
557,Levi Strauss,Apparel,19100,6179,249.6,6053.6,Michelle  Gass,U.S.,San Francisco,California,https://www.levistrauss.com,Public,7957
558,Roper Technologies,Technology,16800,6177.8,1384.2,28167.5,L. Neil Hunn,U.S.,Sarasota,Florida,https://www.ropertech.com,Public,60022
559,Academy Sports and Outdoors,Retailing,16509,6159.3,519.2,4676.7,Steven P. Lawrence,U.S.,Katy,Texas,https://www.academy.com,Public,5025
560,Meritage Homes,Engineering & Construction,1838,6138.3,738.7,6353.1,Phillippe Lord,U.S.,Scottsdale,Arizona,https://www.meritagehomes.com,Public,6346
561,American Axle & Manufacturing,Motor Vehicles & Parts,19000,6079.5,-33.6,5356.3,David C. Dauch,U.S.,Detroit,Michigan,https://www.aam.com,Public,865
562,Fortive,Industrials,18000,6065.3,865.8,16911.8,James A. Lico,U.S.,Everett,Washington,https://www.fortive.com,Public,30226
563,Nasdaq,Financials,8525,6064,1059,32294,Adena T. Friedman,U.S.,New York,New York,https://www.nasdaq.com,Public,36296
564,Broadridge Financial Solutions,Business Services,14700,6060.9,630.6,8233.2,Timothy C. Gokey,U.S.,Lake Success,New York,https://www.broadridge.com,Public,24127
565,Spirit AeroSystems Holdings,Aerospace & Defense,20655,6047.9,-616.2,6950.1,Patrick M. Shanahan,U.S.,Wichita,Kansas,https://www.spiritaero.com,Public,4192
566,Warner Music Group,Media,5900,6037,430,8545,Robert Kyncl,U.S.,New York,New York,https://www.wmg.com,Public,17100
567,Chemours,Chemicals,6200,6027,-238,8251,Denise  Dignam,U.S.,Wilmington,Delaware,https://www.chemours.com,Public,3908
568,ADT,Business Services,14300,6017.7,463,15964.1,James D. DeVries,U.S.,Boca Raton,Florida,https://www.adt.com,Public,6118
569,Edwards Lifesciences,Health Care,19800,6004.8,1402.4,9363.2,Bernard J. Zovighian,U.S.,Irvine,California,https://www.edwards.com,Public,57520
570,First American Financial,Financials,19210,6003.5,216.8,16802.8,Kenneth D. DeGiorgio,U.S.,Santa Ana,California,https://www.firstam.com,Public,6294
571,Hanover Insurance Group,Financials,4800,5993.5,35.3,14612.6,John C. Roche,U.S.,Worcester,Massachusetts,https://www.hanover.com,Public,4893
572,Silgan Holdings,Materials,14400,5988.2,326,7611.2,Adam J. Greenlee,U.S.,Stamford,Connecticut,https://www.silganholdings.com,Public,5185
573,Endeavor Group Holdings,Media,10000,5960.2,356.5,21544.8,Ariel Emanuel,U.S.,Beverly Hills,California,https://www.endeavorco.com,Public,17817
574,Moody's,Business Services,15151,5916,1607,14622,Robert S. Fauber,U.S.,New York,New York,https://www.moodys.com,Public,71752
575,Coterra Energy,Energy,1083,5914,1625,20415,Thomas E. Jorden,U.S.,Houston,Texas,https://www.coterra.com,Public,20946
576,Gartner,Technology,20237,5907,882.5,7835.9,Eugene A. Hall,U.S.,Stamford,Connecticut,https://www.gartner.com,Public,37165
577,Under Armour,Apparel,11078,5903.6,386.8,4857.1,Kevin A. Plank,U.S.,Baltimore,Maryland,https://about.underarmour.com,Public,3157
578,Ingles Markets,Food & Drug Stores,19540,5892.8,210.8,2473.8,James W. Lanning,U.S.,Black Mountain,North Carolina,https://www.ingles-markets.com,Public,1457
